batch_id,unique_authors,total_contribution,avg_contribution,max_contribution,avg_effort,importance,total_churn,total_files,start_ts,end_ts,commit_count,start_date,end_date,duration_hours
136,1,0.0,0.0,0.0,0.458,-1.3412,2.0,1,1744963929,1744963929,1,2025-04-18,2025-04-18,0.0
132,1,0.0,0.0,0.0,0.6362,-1.0512,36.0,1,1745333645,1745333645,1,2025-04-22,2025-04-22,0.0
130,1,0.0,0.0,0.0,0.6025,-1.0978,22.0,7,1745508728,1745508728,1,2025-04-24,2025-04-24,0.0
164,1,0.0,0.0,0.0,0.8062,-0.3137,406.0,6,1743513303,1743513303,1,2025-04-01,2025-04-01,0.0
168,2,0.0,0.0,0.0,0.5484,-0.4455,223.0,10,1743091127,1743185716,2,2025-03-27,2025-03-28,26.27
170,2,0.0,0.0,0.0,0.3841,-1.1622,19.0,3,1743070802,1743076065,2,2025-03-27,2025-03-27,1.46
169,2,0.0,0.0,0.0,0.5531,-0.3117,354.0,22,1743080796,1743081721,2,2025-03-27,2025-03-27,0.26
163,1,0.0,0.0,0.0,0.6485,-0.9714,43.0,6,1743514585,1743514585,1,2025-04-01,2025-04-01,0.0
186,1,0.0,0.0,0.0,0.6589,-0.8498,50.0,1,1741743488,1741743488,1,2025-03-12,2025-03-12,0.0
187,2,0.0,0.0,0.0,0.4462,-0.5885,74.0,5,1741725383,1741725431,2,2025-03-11,2025-03-11,0.01
