batch_id,unique_authors,total_contribution,avg_contribution,max_contribution,avg_effort,importance,total_churn,total_files,start_ts,end_ts,commit_count,start_date,end_date,duration_hours
2,2,0.0,0.0,0.0,0.4739,-0.4571,560.0,23,1754954676,1754955158,2,2025-08-11,2025-08-11,0.13
16,1,0.0,0.0,0.0,0.6182,-0.8362,58.0,24,1754058497,1754058497,1,2025-08-01,2025-08-01,0.0
17,2,0.0,0.0,0.0,0.2726,-0.8501,100.0,2,1754044967,1754051001,2,2025-08-01,2025-08-01,1.68
21,1,0.0,0.0,0.0,0.7613,-0.0875,317.0,22,1753898481,1753902539,3,2025-07-30,2025-07-30,1.13
35,1,0.0,0.0,0.0,0.5074,-0.9392,15.0,2,1753110840,1753110840,1,2025-07-21,2025-07-21,0.0
57,3,0.0,0.0,0.0,0.2208,-0.2331,502.0,31,1752521949,1752523658,3,2025-07-14,2025-07-14,0.47
92,1,0.0,0.0,0.0,0.4961,-1.1762,13.0,6,1751529814,1751529814,1,2025-07-03,2025-07-03,0.0
89,2,0.0,0.0,0.0,0.4066,-0.7368,169.0,7,1751573776,1751574384,2,2025-07-03,2025-07-03,0.17
86,1,0.0,0.0,0.0,0.7412,-0.685,250.0,4,1751646070,1751646070,1,2025-07-04,2025-07-04,0.0
87,1,0.0,0.0,0.0,0.3652,-1.2539,2.0,1,1751645688,1751645688,1,2025-07-04,2025-07-04,0.0
85,2,0.0,0.0,0.0,0.5339,-0.0935,3136.0,14,1751647674,1751657030,3,2025-07-04,2025-07-04,2.6
81,1,0.0,0.0,0.0,0.6827,-0.5073,125.0,3,1751794053,1751794053,1,2025-07-06,2025-07-06,0.0
82,1,0.0,0.0,0.0,0.8122,-0.422,578.0,9,1751793014,1751793014,1,2025-07-06,2025-07-06,0.0
84,2,0.0,0.0,0.0,0.5005,-0.4053,623.0,30,1751659763,1751665989,2,2025-07-04,2025-07-04,1.73
78,2,0.0,0.0,0.0,0.3959,-0.2522,550.0,4,1751906877,1751911329,2,2025-07-07,2025-07-07,1.24
64,2,0.0,0.0,0.0,0.4688,-0.3277,366.0,43,1752156951,1752162298,2,2025-07-10,2025-07-10,1.49
69,1,0.0,0.0,0.0,0.4756,-1.2438,10.0,1,1752086474,1752086474,1,2025-07-09,2025-07-09,0.0
73,1,0.0,0.0,0.0,0.3897,-1.1309,3.0,1,1752023006,1752023006,1,2025-07-09,2025-07-09,0.0
129,2,0.0,0.0,0.0,0.2994,-0.4636,97.0,7,1750860002,1750862811,2,2025-06-25,2025-06-25,0.78
125,1,0.0,0.0,0.0,0.5608,-0.6931,29.0,2,1750885113,1750885856,2,2025-06-25,2025-06-25,0.21
127,1,0.0,0.0,0.0,0.5786,-1.0287,36.0,1,1750866427,1750866427,1,2025-06-25,2025-06-25,0.0
148,2,0.0,0.0,0.0,0.4439,-0.0871,310.0,23,1750428485,1750434988,2,2025-06-20,2025-06-20,1.81
108,2,0.0,0.0,0.0,0.4469,-0.4086,217.0,18,1751307602,1751318327,3,2025-06-30,2025-06-30,2.98
105,2,0.0,0.0,0.0,0.3725,-0.5486,235.0,14,1751363478,1751368817,2,2025-07-01,2025-07-01,1.48
103,1,0.0,0.0,0.0,0.4485,-1.0643,7.0,2,1751375240,1751375240,1,2025-07-01,2025-07-01,0.0
104,1,0.0,0.0,0.0,0.7371,-0.6788,238.0,7,1751374688,1751374688,1,2025-07-01,2025-07-01,0.0
96,1,0.0,0.0,0.0,0.8109,-0.5271,569.0,8,1751471906,1751471906,1,2025-07-02,2025-07-02,0.0
95,1,0.0,0.0,0.0,0.6025,-0.9556,48.0,6,1751474534,1751474534,1,2025-07-02,2025-07-02,0.0
93,2,0.0,0.0,0.0,0.4465,-0.394,211.0,22,1751526449,1751529282,3,2025-07-03,2025-07-03,0.79
99,3,0.0,0.0,0.0,0.1575,-0.2835,199.0,19,1751407710,1751409267,3,2025-07-01,2025-07-01,0.43
119,2,0.0,0.0,0.0,0.1752,-1.2562,9.0,2,1750961302,1750962928,2,2025-06-26,2025-06-26,0.45
